Function,Algorithm,Run,Best
F4,DE,18,8.888475e+01
F4,DE,19,1.218366e+02
F4,DE,20,7.788644e+01
F4,L-SHADE,1,7.476271e+01
F4,L-SHADE,2,7.267471e+01
F4,L-SHADE,3,8.049805e+01
F4,L-SHADE,4,8.360689e+01
F4,L-SHADE,5,7.547448e+01
F4,L-SHADE,6,7.643240e+01
F4,L-SHADE,7,6.588801e+01
F4,L-SHADE,8,7.340047e+01
F4,L-SHADE,9,8.123708e+01
F4,L-SHADE,10,6.660530e+01
F4,L-SHADE,11,7.519722e+01
F4,L-SHADE,12,8.313686e+01
F4,L-SHADE,13,6.472593e+01
F4,L-SHADE,14,8.279123e+01
F4,L-SHADE,15,6.986071e+01
F4,L-SHADE,16,6.510645e+01
F4,L-SHADE,17,7.798871e+01
F4,L-SHADE,18,7.021502e+01
F4,L-SHADE,19,8.809032e+01
F4,L-SHADE,20,7.081062e+01
F4,GWO,1,6.231089e+01
F4,GWO,2,7.322516e+01
F4,GWO,3,5.165297e+01
F4,GWO,4,5.725749e+01
F4,GWO,5,6.052979e+01
F4,GWO,6,7.046314e+01
F4,GWO,7,5.712654e+01
F4,GWO,8,6.137185e+01
F4,GWO,9,5.877135e+01
F4,GWO,10,5.518713e+01
F4,GWO,11,6.422894e+01
F4,GWO,12,5.368672e+01
F4,GWO,13,7.461590e+01
F4,GWO,14,6.999349e+01
F4,GWO,15,5.868860e+01
F4,GWO,16,6.599864e+01
F4,GWO,17,5.296390e+01
F4,GWO,18,6.718162e+01
F4,GWO,19,6.289169e+01
F4,GWO,20,5.828870e+01
F4,WOA,1,5.275315e+01
F4,WOA,2,6.013705e+01
F4,WOA,3,4.606635e+01
F4,WOA,4,4.918190e+01
F4,WOA,5,5.678129e+01
F4,WOA,6,5.083178e+01
F4,WOA,7,4.355331e+01
F4,WOA,8,4.533971e+01
F4,WOA,9,4.968476e+01
F4,WOA,10,4.773613e+01
F4,WOA,11,5.559977e+01
F4,WOA,12,5.215491e+01
F4,WOA,13,3.820864e+01
F4,WOA,14,4.613718e+01
F4,WOA,15,4.483123e+01
F4,WOA,16,4.712647e+01
F4,WOA,17,5.933079e+01
F4,WOA,18,4.055207e+01
F4,WOA,19,3.368143e+01
F4,WOA,20,3.296180e+01
F4,TPE,1,5.587786e+01
F4,TPE,2,7.800366e+01
F4,TPE,3,9.010481e+01
F4,TPE,4,8.653444e+01
F4,TPE,5,7.594635e+01
F4,TPE,6,7.051987e+01
F4,TPE,7,8.298875e+01
F4,TPE,8,8.195851e+01
F4,TPE,9,6.144236e+01
F4,TPE,10,6.986667e+01
F4,TPE,11,6.415637e+01
F4,TPE,12,7.310857e+01
F4,TPE,13,5.987414e+01
F4,TPE,14,8.770977e+01
F4,TPE,15,7.434715e+01
F4,TPE,16,6.665288e+01
F4,TPE,17,8.291590e+01
F4,TPE,18,8.401839e+01
F4,TPE,19,6.614377e+01
F4,TPE,20,7.688524e+01
F5,IFPOA-X,1,1.051369e+08
F5,IFPOA-X,2,8.138116e+07
F5,IFPOA-X,3,7.663749e+07
F5,IFPOA-X,4,9.455347e+07
F5,IFPOA-X,5,6.475734e+07
F5,IFPOA-X,6,7.228778e+07
F5,IFPOA-X,7,9.155146e+07
F5,IFPOA-X,8,7.822535e+07
F5,IFPOA-X,9,3.707428e+07
F5,IFPOA-X,10,1.073665e+08
F5,IFPOA-X,11,7.554099e+07
F5,IFPOA-X,12,8.352652e+07
F5,IFPOA-X,13,9.765356e+07
F5,IFPOA-X,14,1.076499e+08
F5,IFPOA-X,15,5.877369e+07
F5,IFPOA-X,16,8.449513e+07
F5,IFPOA-X,17,1.008071e+08
F5,IFPOA-X,18,4.600257e+07
F5,IFPOA-X,19,7.415058e+07
F5,IFPOA-X,20,9.178786e+07
F5,FPA,1,9.472022e+07
F5,FPA,2,9.407707e+07
F5,FPA,3,1.059548e+08
F5,FPA,4,9.045905e+07
F5,FPA,5,1.312257e+08
F5,FPA,6,7.877720e+07
F5,FPA,7,1.200844e+08
F5,FPA,8,1.292910e+08
F5,FPA,9,1.440467e+08
F5,FPA,10,8.545415e+07
F5,FPA,11,1.117016e+08
F5,FPA,12,1.133417e+08
F5,FPA,13,1.378838e+08
F5,FPA,14,9.472459e+07
F5,FPA,15,1.655512e+08
F5,FPA,16,1.022976e+08
F5,FPA,17,1.669946e+08
F5,FPA,18,1.082557e+08
F5,FPA,19,8.612821e+07
F5,FPA,20,1.088477e+08
F5,PSO,1,4.206904e+07
F5,PSO,2,2.686510e+07
F5,PSO,3,2.196490e+07
F5,PSO,4,5.441649e+07
F5,PSO,5,3.057417e+07
F5,PSO,6,1.920304e+07
F5,PSO,7,1.552378e+07
F5,PSO,8,8.307586e+07
F5,PSO,9,9.867509e+07
F5,PSO,10,7.441563e+07
F5,PSO,11,4.553393e+07
F5,PSO,12,3.365694e+07
F5,PSO,13,2.688040e+07
F5,PSO,14,4.273013e+07
F5,PSO,15,2.653407e+07
F5,PSO,16,3.387773e+07
F5,PSO,17,1.092591e+08
F5,PSO,18,3.176999e+07
F5,PSO,19,4.594170e+07
F5,PSO,20,4.959606e+07
F5,DE,1,7.771345e+07
F5,DE,2,2.075443e+08
F5,DE,3,2.215800e+08
F5,DE,4,1.517049e+08
F5,DE,5,1.653093e+08
F5,DE,6,2.116543e+08
F5,DE,7,7.678426e+07
F5,DE,8,7.588777e+07
F5,DE,9,2.290552e+08
F5,DE,10,3.397557e+07
F5,DE,11,8.734107e+07
F5,DE,12,1.410155e+08
F5,DE,13,5.710286e+07
F5,DE,14,9.909343e+07
F5,DE,15,1.204110e+08
F5,DE,16,1.335686e+08
F5,DE,17,1.049401e+08
F5,DE,18,1.934319e+08
F5,DE,19,2.401005e+08
F5,DE,20,7.457719e+07
F5,L-SHADE,1,3.932234e+07
F5,L-SHADE,2,4.770098e+07
F5,L-SHADE,3,4.384337e+07
F5,L-SHADE,4,3.561788e+07
F5,L-SHADE,5,2.196948e+07
F5,L-SHADE,6,2.616187e+07
F5,L-SHADE,7,5.957955e+07
F5,L-SHADE,8,1.440352e+07
F5,L-SHADE,9,2.788696e+07
F5,L-SHADE,10,1.300855e+07
F5,L-SHADE,11,2.021567e+07
F5,L-SHADE,12,2.725078e+07
F5,L-SHADE,13,2.699441e+07
F5,L-SHADE,14,8.364442e+06
F5,L-SHADE,15,1.333038e+07
F5,L-SHADE,16,9.054565e+06
F5,L-SHADE,17,9.547390e+06
F5,L-SHADE,18,4.287960e+07
F5,L-SHADE,19,4.389336e+07
F5,L-SHADE,20,1.414160e+07
F5,GWO,1,1.025013e+06
F5,GWO,2,1.595465e+07
F5,GWO,3,6.159829e+06
F5,GWO,4,1.749785e+07
F5,GWO,5,1.520184e+07
F5,GWO,6,1.879549e+07
F5,GWO,7,2.289232e+07
F5,GWO,8,9.006992e+06
F5,GWO,9,1.647530e+07
F5,GWO,10,6.786643e+06
F5,GWO,11,1.473573e+07
F5,GWO,12,1.618196e+07
F5,GWO,13,1.620426e+07
F5,GWO,14,6.415266e+06
F5,GWO,15,4.153110e+07
F5,GWO,16,9.985782e+06
F5,GWO,17,1.440853e+07
F5,GWO,18,3.519618e+07
F5,GWO,19,1.396208e+07
F5,GWO,20,1.097715e+07
F5,WOA,1,4.439214e+06
F5,WOA,2,4.385086e+06
F5,WOA,3,1.049959e+07
F5,WOA,4,5.853142e+06
F5,WOA,5,3.392207e+06
F5,WOA,6,5.744774e+06
F5,WOA,7,5.093377e+06
F5,WOA,8,8.510912e+05
F5,WOA,9,4.860023e+06
F5,WOA,10,3.825897e+06
F5,WOA,11,1.117229e+07
F5,WOA,12,4.851509e+06
F5,WOA,13,2.893120e+06
F5,WOA,14,1.781257e+06
F5,WOA,15,2.283189e+06
F5,WOA,16,2.288246e+06
F5,WOA,17,1.267337e+06
F5,WOA,18,4.563220e+06
F5,WOA,19,7.736220e+05
F5,WOA,20,4.281421e+06
F5,TPE,1,2.445322e+07
F5,TPE,2,3.267060e+07
F5,TPE,3,4.755285e+07
